Name,UID,Code,Parent UID,Short name,Description,Opening date,Closed date,Comment,Feature type,,URL,Contact person,Address,Email,Phone number,,,
Ba Srae,,VL213040900,N08UFh3dfJW,,,,,,,"[103.250198,12.768139]",,,,,,VLVL213040900,,21305
Doun Ba,,VL213050100,N08UFh3dfJW,,,,,,,"[103.244648,12.769006]",,,,,,VLVL213050100,,21305
Prey Phnheas,,VL213050200,N08UFh3dfJW,,,,,,,"[103.252125,12.774524]",,,,,,VLVL213050200,,21305
Tuol Lieb,,VL213050300,N08UFh3dfJW,,,,,,,"[103.235644,12.772634]",,,,,,VLVL213050300,,21305
Kuok Roka,,VL213050400,N08UFh3dfJW,,,,,,,"[103.230191,12.768792]",,,,,,VLVL213050400,,21305
Anlong Mean,,VL213050500,N08UFh3dfJW,,,,,,,"[103.152846,12.785083]",,,,,,VLVL213050500,,21305
Beng Preah Punley,,VL213050502,N08UFh3dfJW,,,,,,,"[103.181236,12.782894]",,,,,,VLVL213050502,,21305
Chhâk Raka,,VL213050503,N08UFh3dfJW,,,,,,,"[,]",,,,,,VLVL213050503,,21305
Krasaing Ben,,VL213050504,N08UFh3dfJW,,,,,,,"[103.195447,12.772426]",,,,,,VLVL213050504,,21305
Kuok Roka (M),,VL213050505,N08UFh3dfJW,,,,,,,"[103.230191,12.768792]",,,,,,VLVL213050505,,21305
Trapeang Trea,,VL213050506,N08UFh3dfJW,,,,,,,"[103.218409,12.811241]",,,,,,VLVL213050506,,21305
Tuol Ach Sva,,VL213050507,N08UFh3dfJW,,,,,,,"[103.19737,12.787]",,,,,,VLVL213050507,,21305
Anlong Mean,,VL213050508,N08UFh3dfJW,,,,,,,"[103.191108,12.804962]",,,,,,VLVL213050508,,21305
Tuol Veng,,VL213050509,N08UFh3dfJW,,,,,,,"[103.230191,12.768792]",,,,,,VLVL213050509,,21305
Khlaeng Kong,,VL213050517,N08UFh3dfJW,,,,,,,"[103.238851,12.760263]",,,,,,VLVL213050517,,21305
Khvaeng,,VL213050600,N08UFh3dfJW,,,,,,,"[103.227574,12.754439]",,,,,,VLVL213050600,,21305
Prey Paen,,VL213050700,N08UFh3dfJW,,,,,,,"[103.223381,12.749593]",,,,,,VLVL213050700,,21305
Krang Svat,,VL213050800,ohoHa7Y4llz,,,,,,,"[103.204171,12.705345]",,,,,,VLVL213050800,,21306
Krang Svat (M),,VL213060100,ohoHa7Y4llz,,,,,,,"[103.299566,12.868824]",,,,,,VLVL213060100,,21306
Banteay Char,,VL213060102,ohoHa7Y4llz,,,,,,,"[103.222613,12.721034]",,,,,,VLVL213060102,,21306
Prey Sen,,VL213060200,ohoHa7Y4llz,,,,,,,"[103.211894,12.663358]",,,,,,VLVL213060200,,21306
Prey Totueng,,VL213060300,ohoHa7Y4llz,,,,,,,"[103.185547,12.696008]",,,,,,VLVL213060300,,21306
Chlark,,VL213060400,ohoHa7Y4llz,,,,,,,"[103.257238,12.892002]",,,,,,VLVL213060400,,21306
Samraong,,VL213060401,ohoHa7Y4llz,,,,,,,"[103.185914,12.61938]",,,,,,VLVL213060401,,21306
Ruessei Preah,,VL213060500,ohoHa7Y4llz,,,,,,,"[103.227669,12.714298]",,,,,,VLVL213060500,,21306
Chhnal Mean,,VL213060600,ohoHa7Y4llz,,,,,,,"[103.216221,12.716146]",,,,,,VLVL213060600,,21306
Siem,,VL213060700,YrxfOH4wMuj,,,,,,,"[103.411337,12.679304]",,,,,,VLVL213060700,,21401
Khnach Ampor,,VL214010100,YrxfOH4wMuj,,,,,,,"[103.380936,12.631328]",,,,,,VLVL214010100,,21401
Chhkae Kham Praeus,,VL214010200,YrxfOH4wMuj,,,,,,,"[103.405942,12.658516]",,,,,,VLVL214010200,,21401
Preaek Ta Ven,,VL214010300,YrxfOH4wMuj,,,,,,,"[103.343631,12.60229]",,,,,,VLVL214010300,,21401
Preaek Chik,,VL214010400,YrxfOH4wMuj,,,,,,,"[103.316294,12.584357]",,,,,,VLVL214010400,,21401
Ou Ramcheck,,VL214010500,YrxfOH4wMuj,,,,,,,"[103.348058,12.550557]",,,,,,VLVL214010500,,21401
Chhouk,,VL214010600,YrxfOH4wMuj,,,,,,,"[103.376693,12.609236]",,,,,,VLVL214010600,,21401
Bos Dong (Chhouk),,VL214010700,YrxfOH4wMuj,,,,,,,"[,]",,,,,,VLVL214010700,,21401
Bos Dong (Chhouk) (M),,VL214010701,YrxfOH4wMuj,,,,,,,"[0,0]",,,,,,VLVL214010701,,21401
Chak Krei (Chhouk),,VL214010702,YrxfOH4wMuj,,,,,,,"[,]",,,,,,VLVL214010702,,21401
Ou Ramcheck (M),,VL214010703,YrxfOH4wMuj,,,,,,,"[103.366157,12.607491]",,,,,,VLVL214010703,,21401
Thnom,,VL214010704,YrxfOH4wMuj,,,,,,,"[103.380936,12.631328]",,,,,,VLVL214010704,,21401
Kamraeng,,VL214010800,YrxfOH4wMuj,,,,,,,"[103.352982,12.611017]",,,,,,VLVL214010800,,21401
Thmei,,VL214010900,YrxfOH4wMuj,,,,,,,"[,]",,,,,,VLVL214010900,,21401
Ta Preal,,VL214010901,YrxfOH4wMuj,,,,,,,"[103.343631,12.60229]",,,,,,VLVL214010901,,21401
Chrang Khpos,,VL214011000,YrxfOH4wMuj,,,,,,,"[103.316294,12.584357]",,,,,,VLVL214011000,,21401
Phnom Pit (Chraing Khpos),,VL214011100,YrxfOH4wMuj,,,,,,,"[,]",,,,,,VLVL214011100,,21401
Phnom Pit (Chraing Khpos) (M),,VL214011101,YrxfOH4wMuj,,,,,,,"[0,0]",,,,,,VLVL214011101,,21401
Chong Paor,,VL214011102,O6ZVjMk5VT1,,,,,,,"[103.454306,12.624043]",,,,,,VLVL214011102,,21402
Kaoh Thum,,VL214020100,O6ZVjMk5VT1,,,,,,,"[103.535948,12.555345]",,,,,,VLVL214020100,,21402
Mukh Rea,,VL214020200,O6ZVjMk5VT1,,,,,,,"[103.578228,12.553313]",,,,,,VLVL214020200,,21402
muk rea2,,VL214020300,O6ZVjMk5VT1,,,,,,,"[103.578228,12.553313]",,,,,,VLVL214020300,,21402
Paen,,VL214020302,O6ZVjMk5VT1,,,,,,,"[103.470873,12.579336]",,,,,,VLVL214020302,,21402
Preah Andoung,,VL214020400,O6ZVjMk5VT1,,,,,,,"[103.522204,12.606121]",,,,,,VLVL214020400,,21402
Prey Klout,,VL214020500,O6ZVjMk5VT1,,,,,,,"[103.491189,12.602332]",,,,,,VLVL214020500,,21402
Prey Tralach,,VL214020600,O6ZVjMk5VT1,,,,,,,"[103.454058,12.581021]",,,,,,VLVL214020600,,21402
Roung,,VL214020700,O6ZVjMk5VT1,,,,,,,"[103.415463,12.55938]",,,,,,VLVL214020700,,21402
Roung 2,,VL214020800,O6ZVjMk5VT1,,,,,,,"[103.415463,12.55938]",,,,,,VLVL214020800,,21402
Sdok Pravoek,,VL214020802,O6ZVjMk5VT1,,,,,,,"[103.531493,12.539248]",,,,,,VLVL214020802,,21402
Srah Kuy,,VL214020900,O6ZVjMk5VT1,,,,,,,"[103.561368,12.546732]",,,,,,VLVL214020900,,21402
Svay Yar,,VL214021000,O6ZVjMk5VT1,,,,,,,"[103.565635,12.505748]",,,,,,VLVL214021000,,21402
Danghoa (M),,VL214021100,O6ZVjMk5VT1,,,,,,,"[0,0]",,,,,,VLVL214021100,,21402
Ta Priet,,VL214021101,O6ZVjMk5VT1,,,,,,,"[103.605844,12.539897]",,,,,,VLVL214021101,,21402
Tuol Koki,,VL214021200,O6ZVjMk5VT1,,,,,,,"[103.492,12.602047]",,,,,,VLVL214021200,,21402
Tuol Svay,,VL214021300,O6ZVjMk5VT1,,,,,,,"[103.564682,12.5947]",,,,,,VLVL214021300,,21402
Prey Ampaon,,VL214021400,O6ZVjMk5VT1,,,,,,,"[103.618233,12.551569]",,,,,,VLVL214021400,,21402
Srah Thot,,VL214021500,O6ZVjMk5VT1,,,,,,,"[,]",,,,,,VLVL214021500,,21402
Pralay Dabprambei,,VL214021501,O6ZVjMk5VT1,,,,,,,"[103.583966,12.591168]",,,,,,VLVL214021501,,21402
Danghoa,,VL214021600,O6ZVjMk5VT1,,,,,,,"[103.529966,12.53754]",,,,,,VLVL214021600,,21402
Mokra Mouy,,VL214021700,O6ZVjMk5VT1,,,,,,,"[103.576817,12.552257]",,,,,,VLVL214021700,,21402
Andoung Kontuot,,VL214021800,O6ZVjMk5VT1,,,,,,,"[0,0]",,,,,,VLVL214021800,,21402
Svay Pok,,VL214022100,MMqBZkBNdfQ,,,,,,,"[104.950611,11.998373]",,,,,,VLVL214022100,,30101
Batheay,,VL301010100,MMqBZkBNdfQ,,,,,,,"[104.943263,11.991834]",,,,,,VLVL301010100,,30101
Srah Pring,,VL301010200,MMqBZkBNdfQ,,,,,,,"[104.961571,11.990462]",,,,,,VLVL301010200,,30101
Chreaek,,VL301010300,MMqBZkBNdfQ,,,,,,,"[104.922464,11.999217]",,,,,,VLVL301010300,,30101
Tuol,,VL301010400,MMqBZkBNdfQ,,,,,,,"[104.887537,11.979825]",,,,,,VLVL301010400,,30101
Ou Mal,,VL301010500,MMqBZkBNdfQ,,,,,,,"[104.832052,11.943651]",,,,,,VLVL301010500,,30101
Chbar Ampov,,VL301010600,gcVCV0Y6jdf,,,,,,,"[104.973195,11.948331]",,,,,,VLVL301010600,,30102
Tuol Chan,,VL301020100,gcVCV0Y6jdf,,,,,,,"[104.973749,11.924483]",,,,,,VLVL301020100,,30102
Anlong Chrey,,VL301020200,gcVCV0Y6jdf,,,,,,,"[105.017538,11.94986]",,,,,,VLVL301020200,,30102
Stueng Chveng,,VL301020300,gcVCV0Y6jdf,,,,,,,"[105.002245,11.921175]",,,,,,VLVL301020300,,30102
Chea Lea,,VL301020400,KyAaqybXAlZ,,,,,,,"[104.928696,11.914682]",,,,,,VLVL301020400,,30103
Ta Ngil,,VL301030100,KyAaqybXAlZ,,,,,,,"[104.959536,11.90096]",,,,,,VLVL301030100,,30103
Tang Krang,,VL301030200,KyAaqybXAlZ,,,,,,,"[104.946727,11.89214]",,,,,,VLVL301030200,,30103
Baek Peang,,VL301030300,KyAaqybXAlZ,,,,,,,"[104.930209,11.922658]",,,,,,VLVL301030300,,30103
Phnum Thum,,VL301030400,KyAaqybXAlZ,,,,,,,"[104.93411,11.89524]",,,,,,VLVL301030400,,30103
Cheung Prey,,VL301030500,wHPXytPTSiM,,,,,,,"[104.968499,12.058867]",,,,,,VLVL301030500,,30104
Andoung Snay,,VL301040100,wHPXytPTSiM,,,,,,,"[104.967829,12.051713]",,,,,,VLVL301040100,,30104
Prasoutr Ka,,VL301040200,wHPXytPTSiM,,,,,,,"[104.944822,12.053907]",,,,,,VLVL301040200,,30104
Prasoutr Kha,,VL301040300,wHPXytPTSiM,,,,,,,"[104.943555,12.046564]",,,,,,VLVL301040300,,30104
Trabaek,,VL301040400,wHPXytPTSiM,,,,,,,"[104.944563,12.062498]",,,,,,VLVL301040400,,30104
Trayang Pong,,VL301040500,wHPXytPTSiM,,,,,,,"[104.946242,12.072754]",,,,,,VLVL301040500,,30104
Me Pring,,VL301040600,fdgcpVfoMYw,,,,,,,"[104.938185,12.025392]",,,,,,VLVL301040600,,30105
Tang Thlaeung,,VL301050100,fdgcpVfoMYw,,,,,,,"[104.936402,12.030529]",,,,,,VLVL301050100,,30105
Tang Srei,,VL301050200,fdgcpVfoMYw,,,,,,,"[104.942588,12.016486]",,,,,,VLVL301050200,,30105
Tang Roleang,,VL301050300,fdgcpVfoMYw,,,,,,,"[104.934951,12.028584]",,,,,,VLVL301050300,,30105
Prey Kaor,,VL301050400,fdgcpVfoMYw,,,,,,,"[104.939073,12.03903]",,,,,,VLVL301050400,,30105
Ph'av,,VL301050500,XjHIyq8yPxy,,,,,,,"[104.966086,12.027097]",,,,,,VLVL301050500,,30106
Samraong,,VL301060100,XjHIyq8yPxy,,,,,,,"[104.964918,12.033563]",,,,,,VLVL301060100,,30106
Tang Boeng,,VL301060200,XjHIyq8yPxy,,,,,,,"[104.966556,12.012601]",,,,,,VLVL301060200,,30106
Ba Kal,,VL301060300,XjHIyq8yPxy,,,,,,,"[104.965802,12.021572]",,,,,,VLVL301060300,,30106
Prey Nhea,,VL301060400,XjHIyq8yPxy,,,,,,,"[104.962722,12.038745]",,,,,,VLVL301060400,,30106
Kandaol,,VL301060500,XjHIyq8yPxy,,,,,,,"[104.965959,12.017014]",,,,,,VLVL301060500,,30106
Sambour,,VL301060600,ENJVn31rC3F,,,,,,,"[104.851137,11.875991]",,,,,,VLVL301060600,,30107
Balang,,VL301070100,ENJVn31rC3F,,,,,,,"[104.877849,11.891549]",,,,,,VLVL301070100,,30107
Veal,,VL301070200,ENJVn31rC3F,,,,,,,"[104.882303,11.892139]",,,,,,VLVL301070200,,30107
Sangkaeub,,VL301070300,ENJVn31rC3F,,,,,,,"[104.892636,11.885424]",,,,,,VLVL301070300,,30107
Ta Poy,,VL301070400,ENJVn31rC3F,,,,,,,"[104.91155,11.890612]",,,,,,VLVL301070400,,30107
Chong,,VL301070500,ENJVn31rC3F,,,,,,,"[104.912864,11.88705]",,,,,,VLVL301070500,,30107
Ta Baek,,VL301070600,ENJVn31rC3F,,,,,,,"[104.917161,11.888208]",,,,,,VLVL301070600,,30107
Kampal,,VL301070700,eIPYVjZJUqO,,,,,,,"[104.956838,12.121851]",,,,,,VLVL301070700,,30108
Pou Stieng,,VL301080100,eIPYVjZJUqO,,,,,,,"[104.969575,12.130471]",,,,,,VLVL301080100,,30108
Svay Prey,,VL301080200,eIPYVjZJUqO,,,,,,,"[104.984362,12.142473]",,,,,,VLVL301080200,,30108
Tang Chrey,,VL301080300,eIPYVjZJUqO,,,,,,,"[104.981569,12.12492]",,,,,,VLVL301080300,,30108
Sroeng,,VL301080400,eIPYVjZJUqO,,,,,,,"[104.981312,12.113652]",,,,,,VLVL301080400,,30108
Phnum Del,,VL301080500,MwLhb6LmwNj,,,,,,,"[104.937418,11.88702]",,,,,,VLVL301080500,,30109
Cheung Chhnok,,VL301090100,MwLhb6LmwNj,,,,,,,"[104.93618,11.879622]",,,,,,VLVL301090100,,30109
Tboung Phnum,,VL301090200,MwLhb6LmwNj,,,,,,,"[104.936052,11.873545]",,,,,,VLVL301090200,,30109
Popit,,VL301090300,MwLhb6LmwNj,,,,,,,"[104.922642,11.857562]",,,,,,VLVL301090300,,30109
Ak Tieng,,VL301090400,MwLhb6LmwNj,,,,,,,"[104.926189,11.845897]",,,,,,VLVL301090400,,30109
Kampong Preah,,VL301090500,MwLhb6LmwNj,,,,,,,"[104.952993,11.876695]",,,,,,VLVL301090500,,30109
Tang Kouk,,VL301090600,MwLhb6LmwNj,,,,,,,"[104.925637,11.851694]",,,,,,VLVL301090600,,30109
Prasat,,VL301090700,MwLhb6LmwNj,,,,,,,"[104.929589,11.870858]",,,,,,VLVL301090700,,30109
Boeng Veaeng,,VL301090800,TZsiFEeEEsU,,,,,,,"[104.926927,12.075236]",,,,,,VLVL301090800,,30110
Kradas Ka,,VL301100100,TZsiFEeEEsU,,,,,,,"[104.932318,12.086912]",,,,,,VLVL301100100,,30110
Kradas Kha,,VL301100200,TZsiFEeEEsU,,,,,,,"[104.933605,12.084968]",,,,,,VLVL301100200,,30110
Sdok Thum,,VL301100300,TZsiFEeEEsU,,,,,,,"[104.953949,12.087975]",,,,,,VLVL301100300,,30110
Trav Phni,,VL301100400,TZsiFEeEEsU,,,,,,,"[104.955822,12.093537]",,,,,,VLVL301100400,,30110
Khvet,,VL301100500,TZsiFEeEEsU,,,,,,,"[104.953396,12.09776]",,,,,,VLVL301100500,,30110
Boeng,,VL301100600,TZsiFEeEEsU,,,,,,,"[104.952539,12.109199]",,,,,,VLVL301100600,,30110
Khtum,,VL301100700,TZsiFEeEEsU,,,,,,,"[104.955812,12.102716]",,,,,,VLVL301100700,,30110
Chan,,VL301100800,TZsiFEeEEsU,,,,,,,"[104.967612,12.098069]",,,,,,VLVL301100800,,30110
Chi Neang,,VL301100900,TZsiFEeEEsU,,,,,,,"[104.959459,12.106542]",,,,,,VLVL301100900,,30110
Roung Damrei,,VL301101000,YdUgtMonEWN,,,,,,,"[104.92451,12.109772]",,,,,,VLVL301101000,,30111
Kampout,,VL301110100,YdUgtMonEWN,,,,,,,"[104.926777,12.120615]",,,,,,VLVL301110100,,30111
Phnum Touch,,VL301110200,YdUgtMonEWN,,,,,,,"[104.935735,12.12863]",,,,,,VLVL301110200,,30111
Tum Prong,,VL301110300,YdUgtMonEWN,,,,,,,"[104.93884,12.134264]",,,,,,VLVL301110300,,30111
Thmei,,VL301110400,YdUgtMonEWN,,,,,,,"[104.93883,12.139736]",,,,,,VLVL301110400,,30111
Pou Ruessei,,VL301110500,YdUgtMonEWN,,,,,,,"[104.947339,12.147542]",,,,,,VLVL301110500,,30111
Trab,,VL301110600,YdUgtMonEWN,,,,,,,"[104.944555,12.142034]",,,,,,VLVL301110600,,30111
Chan Kong,,VL301110700,YdUgtMonEWN,,,,,,,"[104.952303,12.142813]",,,,,,VLVL301110700,,30111
Thkov,,VL301110800,YdUgtMonEWN,,,,,,,"[104.96007,12.138736]",,,,,,VLVL301110800,,30111
Thma Kaev,,VL301110900,YdUgtMonEWN,,,,,,,"[104.958406,12.143574]",,,,,,VLVL301110900,,30111
Rout,,VL301111000,YdUgtMonEWN,,,,,,,"[104.968485,12.257257]",,,,,,VLVL301111000,,30111
Tumnob Leu,,VL301111100,tedDm0oPeNf,,,,,,,"[104.974579,12.077099]",,,,,,VLVL301111100,,30112
Prayuk,,VL301120100,tedDm0oPeNf,,,,,,,"[104.983162,12.080192]",,,,,,VLVL301120100,,30112
Doun Paen,,VL301120200,tedDm0oPeNf,,,,,,,"[104.973264,12.088647]",,,,,,VLVL301120200,,30112
Rung,,VL301120300,tedDm0oPeNf,,,,,,,"[104.981645,12.090094]",,,,,,VLVL301120300,,30112
Prasam,,VL301120400,tedDm0oPeNf,,,,,,,"[104.98317,12.09864]",,,,,,VLVL301120400,,30112
Sroengk,,VL301120500,tedDm0oPeNf,,,,,,,"[104.98758,12.105947]",,,,,,VLVL301120500,,30112
Trapeang Snao,,VL301120600,tedDm0oPeNf,,,,,,,"[105.004048,12.085067]",,,,,,VLVL301120600,,30112
Saray,,VL301120700,FIzwnG5gKSE,,,,,,,"[105.324144,12.173058]",,,,,,VLVL301120700,,30201
Doun Thi,,VL302010100,FIzwnG5gKSE,,,,,,,"[105.337269,12.128288]",,,,,,VLVL302010100,,30201
Thlok Kravan,,VL302010200,FIzwnG5gKSE,,,,,,,"[105.320627,12.1761]",,,,,,VLVL302010200,,30201
Veal Thnong,,VL302010300,FIzwnG5gKSE,,,,,,,"[105.336696,12.139981]",,,,,,VLVL302010300,,30201
Bos Khnaor,,VL302010400,FIzwnG5gKSE,,,,,,,"[105.320404,12.181581]",,,,,,VLVL302010400,,30201
Chranaom,,VL302010500,FIzwnG5gKSE,,,,,,,"[105.330837,12.159069]",,,,,,VLVL302010500,,30201
Prasaeur,,VL302010600,FIzwnG5gKSE,,,,,,,"[105.317202,12.178935]",,,,,,VLVL302010600,,30201
Dab Meakkakra,,VL302010700,FIzwnG5gKSE,,,,,,,"[105.323163,12.182536]",,,,,,VLVL302010700,,30201
Sameakki,,VL302010800,FIzwnG5gKSE,,,,,,,"[105.326095,12.174774]",,,,,,VLVL302010800,,30201
Chamkar Kabbas,,VL302010900,FIzwnG5gKSE,,,,,,,"[105.317095,12.197039]",,,,,,VLVL302010900,,30201
Samsebpram,,VL302011000,FIzwnG5gKSE,,,,,,,"[105.314752,12.198326]",,,,,,VLVL302011000,,30201
Chamkar Andoung,,VL302011100,rajOsBicAci,,,,,,,"[105.181977,12.341489]",,,,,,VLVL302011100,,30202
Souchey,,VL302020100,rajOsBicAci,,,,,,,"[105.16887,12.341217]",,,,,,VLVL302020100,,30202
Svay Chuor,,VL302020200,rajOsBicAci,,,,,,,"[105.158614,12.341513]",,,,,,VLVL302020200,,30202
Ou Kravan,,VL302020300,rajOsBicAci,,,,,,,"[105.151219,12.341209]",,,,,,VLVL302020300,,30202
Doun Bos,,VL302020400,rajOsBicAci,,,,,,,"[105.154961,12.354709]",,,,,,VLVL302020400,,30202
Choam Chrey,,VL302020500,rajOsBicAci,,,,,,,"[105.173199,12.365359]",,,,,,VLVL302020500,,30202
Praeus Meas,,VL302020600,rajOsBicAci,,,,,,,"[105.178199,12.373106]",,,,,,VLVL302020600,,30202
Phum Lekh Pir,,VL302020700,rajOsBicAci,,,,,,,"[105.204864,12.357235]",,,,,,VLVL302020700,,30202
Phum Dab Muoy,,VL302020800,rajOsBicAci,,,,,,,"[105.185798,12.373336]",,,,,,VLVL302020800,,30202
Phum Sam Bei,,VL302020900,rajOsBicAci,,,,,,,"[105.24463,12.339143]",,,,,,VLVL302020900,,30202
Phum Mphey Pir,,VL302021000,rajOsBicAci,,,,,,,"[105.219501,12.371466]",,,,,,VLVL302021000,,30202
Ta Prok,,VL302021100,rajOsBicAci,,,,,,,"[105.261409,12.331893]",,,,,,VLVL302021100,,30202
Lekh Muoy,,VL302021200,rajOsBicAci,,,,,,,"[105.202864,12.340091]",,,,,,VLVL302021200,,30202
Sahak Kreas,,VL302021300,rajOsBicAci,,,,,,,"[105.21077,12.324061]",,,,,,VLVL302021300,,30202
Sahak Kroan,,VL302021400,rajOsBicAci,,,,,,,"[105.211544,12.290944]",,,,,,VLVL302021400,,30202
Sraong Chan,,VL302021500,rajOsBicAci,,,,,,,"[105.193252,12.301791]",,,,,,VLVL302021500,,30202
Roung Chakr,,VL302021600,rajOsBicAci,,,,,,,"[105.221228,12.357304]",,,,,,VLVL302021600,,30202
Kromhun,,VL302021700,rajOsBicAci,,,,,,,"[105.22171,12.350964]",,,,,,VLVL302021700,,30202
Spueu Ka,,VL302021800,GKBfZy8WBrZ,,,,,,,"[105.333085,12.324355]",,,,,,VLVL302021800,,30203
Cheyyou,,VL302030100,GKBfZy8WBrZ,,,,,,,"[105.341223,12.308791]",,,,,,VLVL302030100,,30203
Ou Peh,,VL302030200,GKBfZy8WBrZ,,,,,,,"[105.365174,12.317595]",,,,,,VLVL302030200,,30203
Trapeang Ruessei,,VL302030300,GKBfZy8WBrZ,,,,,,,"[105.369658,12.328468]",,,,,,VLVL302030300,,30203
Trapeang Lpov,,VL302030400,GKBfZy8WBrZ,,,,,,,"[105.383741,12.310245]",,,,,,VLVL302030400,,30203
Kbal Hong Thmei,,VL302030500,I1lEYX7A6b1,,,,,,,"[105.283777,12.331518]",,,,,,VLVL302030500,,30204
Kbal Hong Chas,,VL302040100,I1lEYX7A6b1,,,,,,,"[105.280122,12.328312]",,,,,,VLVL302040100,,30204
Kralaeng Kaeut,,VL302040200,I1lEYX7A6b1,,,,,,,"[105.285034,12.346121]",,,,,,VLVL302040200,,30204
Kralaeng Lech,,VL302040300,I1lEYX7A6b1,,,,,,,"[105.284086,12.344956]",,,,,,VLVL302040300,,30204
Lvea Cheung,,VL302040400,I1lEYX7A6b1,,,,,,,"[105.285116,12.34453]",,,,,,VLVL302040400,,30204
Lvea Tboung,,VL302040500,I1lEYX7A6b1,,,,,,,"[105.279981,12.333494]",,,,,,VLVL302040500,,30204
Phum Bei,,VL302040600,I1lEYX7A6b1,,,,,,,"[105.284785,12.362499]",,,,,,VLVL302040600,,30204
Banteay Chey,,VL302040700,BWjh2pZ5XSU,,,,,,,"[105.315321,12.328653]",,,,,,VLVL302040700,,30205
Popreng,,VL302050100,BWjh2pZ5XSU,,,,,,,"[105.330356,12.348259]",,,,,,VLVL302050100,,30205
Ou Veay,,VL302050200,BWjh2pZ5XSU,,,,,,,"[105.357374,12.357702]",,,,,,VLVL302050200,,30205
Peaeng Meas Cheung,,VL302050300,BWjh2pZ5XSU,,,,,,,"[105.330648,12.339776]",,,,,,VLVL302050300,,30205
Peaeng Meas Tboung,,VL302050400,BWjh2pZ5XSU,,,,,,,"[105.32844,12.33929]",,,,,,VLVL302050400,,30205
Spueu Lech,,VL302050500,BWjh2pZ5XSU,,,,,,,"[105.32287,12.334432]",,,,,,VLVL302050500,,30205
Spueu Kaeut,,VL302050600,BWjh2pZ5XSU,,,,,,,"[105.329463,12.333239]",,,,,,VLVL302050600,,30205
Veal,,VL302050700,BWjh2pZ5XSU,,,,,,,"[105.327921,12.343152]",,,,,,VLVL302050700,,30205
Trapeang Beng,,VL302050800,QuObpEa6mgZ,,,,,,,"[105.256614,12.281338]",,,,,,VLVL302050800,,30206
Pramat Dei,,VL302060100,QuObpEa6mgZ,,,,,,,"[105.286555,12.306756]",,,,,,VLVL302060100,,30206
Veal Ri Lech,,VL302060200,QuObpEa6mgZ,,,,,,,"[105.279612,12.289861]",,,,,,VLVL302060200,,30206
Svay Teab,,VL302060300,QuObpEa6mgZ,,,,,,,"[105.28127,12.291596]",,,,,,VLVL302060300,,30206
Proeks,,VL302060400,QuObpEa6mgZ,,,,,,,"[105.255828,12.305068]",,,,,,VLVL302060400,,30206
Thnal Baek Lech,,VL302060500,QuObpEa6mgZ,,,,,,,"[105.277529,12.311467]",,,,,,VLVL302060500,,30206
Tang Krang,,VL302060600,QuObpEa6mgZ,,,,,,,"[105.282015,12.274413]",,,,,,VLVL302060600,,30206
Maha,,VL302060700,QuObpEa6mgZ,,,,,,,"[105.243233,12.289987]",,,,,,VLVL302060700,,30206
Bos Thlan,,VL302060800,QuObpEa6mgZ,,,,,,,"[105.220997,12.268573]",,,,,,VLVL302060800,,30206
Srae Preal,,VL302060900,QuObpEa6mgZ,,,,,,,"[105.265229,12.307094]",,,,,,VLVL302060900,,30206
Ou Dar,,VL302061000,QuObpEa6mgZ,,,,,,,"[105.290739,12.289244]",,,,,,VLVL302061000,,30206
Thnal Baek Kaeut,,VL302061100,QuObpEa6mgZ,,,,,,,"[105.28091,12.316383]",,,,,,VLVL302061100,,30206
Veal Ri Kaeut,,VL302061200,QuObpEa6mgZ,,,,,,,"[105.282222,12.28767]",,,,,,VLVL302061200,,30206
Chetseb Prampir,,VL302061300,QuObpEa6mgZ,,,,,,,"[105.249665,12.304224]",,,,,,VLVL302061300,,30206
Ta Ong,,VL302061400,ZZc3e5f26o3,,,,,,,"[105.299518,12.237508]",,,,,,VLVL302061400,,30207
Sampoar,,VL302070100,ZZc3e5f26o3,,,,,,,"[105.232236,12.238894]",,,,,,VLVL302070100,,30207
Tuol Prak,,VL302070200,ZZc3e5f26o3,,,,,,,"[105.346194,12.263371]",,,,,,VLVL302070200,,30207
Tuol Meas,,VL302070300,ZZc3e5f26o3,,,,,,,"[105.340164,12.258369]",,,,,,VLVL302070300,,30207
Tuol Paen,,VL302070400,ZZc3e5f26o3,,,,,,,"[105.355622,12.279274]",,,,,,VLVL302070400,,30207
Chamraeun Phal,,VL302070500,ZZc3e5f26o3,,,,,,,"[105.331393,12.273526]",,,,,,VLVL302070500,,30207
Trapeang Chhuk,,VL302070600,ZZc3e5f26o3,,,,,,,"[105.228183,12.24151]",,,,,,VLVL302070600,,30207
Tuol Srov,,VL302070700,ZZc3e5f26o3,,,,,,,"[105.342408,12.279743]",,,,,,VLVL302070700,,30207
Phum Samseb,,VL302070800,ZZc3e5f26o3,,,,,,,"[105.336782,12.237863]",,,,,,VLVL302070800,,30207
Phum Sammuoy,,VL302070900,ZZc3e5f26o3,,,,,,,"[105.322062,12.22192]",,,,,,VLVL302070900,,30207
Phum Sampir,,VL302071000,ZZc3e5f26o3,,,,,,,"[105.30497,12.221695]",,,,,,VLVL302071000,,30207
Phum Sambei,,VL302071100,ZZc3e5f26o3,,,,,,,"[105.279935,12.221143]",,,,,,VLVL302071100,,30207
Phum Sambuon,,VL302071200,ZZc3e5f26o3,,,,,,,"[105.28017,12.216748]",,,,,,VLVL302071200,,30207
